,,,,
Navn,Interval,tid,IF,Intervalbeskrivelse
,10+3+10…m,,,"Bjergtræning: 10+3+10…m, køres som 10 min siddende + 3 min stående i samme el. højere gear + 10 siddende osv. Tidsperiode for intervalserien er nævnt i ""Andet"". Puls 10-20 slag under AT. kadence 60-70"
,,,,
,5 m stående,,,"Bjergtræning: 5 m stående køres som 1 interval af 5 stående i højt gear (kadence 60-70), og puls 10-20 slag under AT"
,10 m stående,,,"Bjergtræning: 10 m stående køres som 1 interval af 10 stående i højt gear (kadence 60-70), og puls 10-20 slag under AT"
,15 m stående,,,"Bjergtræning: 15 m stående køres som 1 interval af 15 stående i højt gear (kadence 60-70), og puls 10-20 slag under AT"
,,,,
,,,,
,,,,
,5x1min,,,
,1-2-3-2-1min,,,
